time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1988-02-25T18:39:26.710Z,-27.725,-71.728,33,5.1,mb,,,,1.2,us,usp0003dbr,2014-11-07T00:41:41.195Z,"133 km NW of Vallenar, Chile",earthquake,,,,2,reviewed,us,us
1988-02-25T14:22:10.800Z,-21.246,-173.81,54.8,4.7,mb,,,,1.1,us,usp0003dbj,2014-11-07T00:41:41.182Z,"118 km E of ‘Ohonua, Tonga",earthquake,,16.3,,12,reviewed,us,us
1988-02-25T10:47:48.660Z,8.084,-71.89,30.3,4.6,mb,,,,0.8,us,usp0003dbf,2014-11-07T00:41:41.174Z,"41 km E of Colón, Venezuela",earthquake,,8.9,,7,reviewed,us,us
1988-02-25T08:06:13.930Z,35.364,140.331,30.5,4.7,mb,,,,0.7,us,usp0003dbc,2014-11-07T00:41:41.169Z,"7 km SSE of Mobara, Japan",earthquake,,6.9,,1,reviewed,us,us
1988-02-25T06:40:39.210Z,30.036,69.769,33,4.7,mb,,,,1,us,usp0003dbb,2014-11-07T00:41:41.163Z,"28 km ENE of Barkhan, Pakistan",earthquake,,,,22,reviewed,us,us
1988-02-25T03:53:10.130Z,-0.331,126.081,33,4.8,mb,,,,1.1,us,usp0003db9,2014-11-07T00:41:41.157Z,"190 km SW of Ternate, Indonesia",earthquake,,,,6,reviewed,us,us
1988-02-25T02:55:33.620Z,-31.381,-69.678,130.2,4.6,mb,,,,0.3,us,usp0003db8,2014-11-07T00:41:41.156Z,"25 km WSW of Calingasta, Argentina",earthquake,,22,,1,reviewed,us,us
1988-02-25T00:35:49.840Z,3.457,97.153,94.5,4.5,mb,,,,1,us,usp0003db6,2014-11-07T00:41:41.152Z,"136 km ESE of Meulaboh, Indonesia",earthquake,,8.5,,5,reviewed,us,us
1988-02-24T23:50:57.450Z,-0.29,-91.467,10,5.1,mb,,,,0.9,us,usp0003db5,2014-11-07T00:41:41.149Z,"92 km NW of Puerto Villamil, Ecuador",earthquake,,,,14,reviewed,us,us
1988-02-24T23:44:42.230Z,-0.236,-91.489,10,5.1,mb,,,,0.9,us,usp0003db4,2014-11-07T00:41:41.145Z,"98 km NW of Puerto Villamil, Ecuador",earthquake,,,,16,reviewed,us,us
1988-02-24T23:30:53.380Z,50.488,155.251,33,4.7,mb,,,,0.9,us,usp0003db2,2014-11-07T00:41:41.140Z,"65 km WSW of Severo-Kuril’sk, Russia",earthquake,,,,20,reviewed,us,us
1988-02-24T23:16:30.520Z,-0.038,-91.29,10,4.9,mb,,,,0.3,us,usp0003db1,2014-11-07T00:41:41.138Z,"107 km NNW of Puerto Villamil, Ecuador",earthquake,,,,1,reviewed,us,us
1988-02-24T22:08:42.760Z,-0.441,-91.572,10,5.1,mb,,,,1.1,us,usp0003daz,2014-11-07T00:41:41.130Z,"88 km NW of Puerto Villamil, Ecuador",earthquake,,,,10,reviewed,us,us
